2024-06-28 21:20:37.051945,Cropped_Number_Plates\number_plate_20240628_212037032840.jpg,Cropped_Faces\face_20240628_212037034847.jpg
2024-06-28 21:20:38.993063,Cropped_Number_Plates\number_plate_20240628_212038984549.jpg,Cropped_Faces\face_20240628_212038986549.jpg
2024-06-28 21:20:40.916035,Cropped_Number_Plates\number_plate_20240628_212040898694.jpg,Cropped_Faces\face_20240628_212040911500.jpg
2024-06-28 21:20:42.892542,Cropped_Number_Plates\number_plate_20240628_212042882975.jpg,Cropped_Faces\face_20240628_212042885007.jpg
